Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün puan sayısı (product.metafields.reviews.rating_count),Renk (product.metafields.shopify.color-pattern),Hedef Cinsiyet (product.metafields.shopify.target-gender),Tamamlayıcı ürünler (product.metafields.shopify--discovery--product_recommendation.complementary_products),Alakalı ürünler (product.metafields.shopify--discovery--product_recommendation.related_products),İlgili ürün ayarları (product.metafields.shopify--discovery--product_recommendation.related_products_display),Ürün tanıtımlarında ara (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ata-home-iksz-aquata-otomatik-kedi-kpek-su-pnar-su,ATA HOME Işıksız Aquata Otomatik Kedi Köpek Su Pınarı Su Çeşmesi Ultra Sessiz Su Şelalesi Usb Bağlantılı,"ATA HOME ATA HOME Işıksız Aquata Otomatik Kedi Köpek Su Pınarı Su Çeşmesi Ultra Sessiz Su Şelalesi Usb Bağlantılı. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Materyal:</strong> Plastik</li>
<li>
<strong>Özellik:</strong> Otomatik</li>
<li>
<strong>Renk:</strong> Beyaz</li>
<li>
<strong>Hacim:</strong> 2,3 L</li>
<li>
<strong>Menşei:</strong> TR</li>
</ul>",ATA HOME,,Genel,"3 L, Hacim: 2, Materyal: Plastik, Menşei: TR, petshop, Renk: Beyaz, Özellik: Otomatik",true,Renk,Varsayılan,,Beden,Standart,,,,,ata-home-iksz-aquata-otomatik-kedi-kpek-su-pnar-su-varsayılan-standart,0.0,,25,deny,manual,662.31,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_12400c72-28bd-4af5-a858-3072abef3afb.jpg?v=1750795138,1,ATA HOME Işıksız Aquata Otomatik Kedi Köpek Su Pınarı Su Çeşmesi Ultra Sessiz Su Şelalesi Usb Bağlantılı Varsayılan Standart,false,ATA HOME Işıksız Aquata Otomatik Kedi Köpek Su Pınarı Su Çeşmesi Ultra Sessiz Su Şelalesi Usb Bağlantılı | ATA HOME,ATA HOME ATA HOME Işıksız Aquata Otomatik Kedi Köpek Su Pınarı Su Çeşmesi Ultra Sessiz Su Şelalesi Usb Bağlantılı. <h3>Ürün Özellikleri:</h3><ul><li><strong>Mat,,,,,,,,,,,,,,,,,,,,,kg,,602.10,active
ata-home-iksz-aquata-otomatik-kedi-kpek-su-pnar-su,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/2_org_zoom_5e83a2fb-fce2-43e0-97bf-122bf7010841.jpg?v=1750795138,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ata-home-iksz-aquata-otomatik-kedi-kpek-su-pnar-su,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/3_org_zoom_7da5acce-e7cb-42bf-a9c5-4354879d4040.jpg?v=1750795138,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,Ksburda Elips Kedi Taşıma Çantası Siyah El Ve Sırt Çantası 6 Hava Kanalı 2 Fileli Cep Kedi Taşıma Çantası,"Ksburda Ksburda Elips Kedi Taşıma Çantası Siyah El Ve Sırt Çantası 6 Hava Kanalı 2 Fileli Cep Kedi Taşıma Çantası. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Renk:</strong> Siyah</li>
<li>
<strong>Ürün Tipi:</strong> Sırt Çantaları</li>
<li>
<strong>Menşei:</strong> TR</li>
<li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> ksburda</li>
<li>
<strong>Üretici Bilgisi:</strong> ksburda</li>
<li>
<strong>Bakım Talimatları (Genel):</strong> Nemli bir bezle silin.</li>
</ul>",Ksburda,,Genel,"Bakım Talimatları (Genel): Nemli bir bezle silin., İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı: ksburda, Menşei: TR, Renk: Siyah, Üretici Bilgisi: ksburda, Ürün Tipi: Sırt Çantaları",true,Renk,Varsayılan,,Beden,Standart,,,,,ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta-varsayılan-standart,0.0,,25,deny,manual,493.90,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9aab5a12-2464-4ce9-a79a-f38c6366167e.jpg?v=1750795095,1,Ksburda Elips Kedi Taşıma Çantası Siyah El Ve Sırt Çantası 6 Hava Kanalı 2 Fileli Cep Kedi Taşıma Çantası Varsayılan Standart,false,Ksburda Elips Kedi Taşıma Çantası Siyah El Ve Sırt Çantası 6 Hava Kanalı 2 Fileli Cep Kedi Taşıma Çantası | Ksburda,Ksburda Ksburda Elips Kedi Taşıma Çantası Siyah El Ve Sırt Çantası 6 Hava Kanalı 2 Fileli Cep Kedi Taşıma Çantası. <h3>Ürün Özellikleri:</h3><ul><li><strong>Ren,,,,,,,,,,,,,,,,,,,,,kg,,449.00,active
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_0dc20f36-333f-49a4-abf1-203322fafe2b.jpg?v=1750795095,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_468fd908-7e84-4692-a6e5-a1ae1f12d0b4.jpg?v=1750795095,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ff462a24-5cdb-445b-ada0-6b6b843ae1c4.jpg?v=1750795095,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_b128c677-7de9-4757-9c70-fe25990debc0.jpg?v=1750795095,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_708c5a10-7090-41a2-95be-9c34e9efaa68.jpg?v=1750795095,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_6e731f81-e878-4191-9294-64e3f3ff9a66.jpg?v=1750795095,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
ksburda-elips-kedi-tama-antas-siyah-el-ve-srt-anta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_f97c7aa9-d9fc-4787-b31c-d2ed1c6c37fe.jpg?v=1750795095,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,EN SİGA Yeni Nesil Şarjı Bıçaksız Akıllı Boyun Fanı 3 Hız Kademeli Serinletici Vantilatör,"EN SİGA EN SİGA Yeni Nesil Şarjı Bıçaksız Akıllı Boyun Fanı 3 Hız Kademeli Serinletici Vantilatör. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Tip:</strong> Mini Fan</li>
<li>
<strong>Garanti Tipi:</strong> İthalatçı Garantili</li>
<li>
<strong>Garanti Süresi:</strong> 2 Yıl</li>
<li>
<strong>Özellik:</strong> Soğutucu</li>
<li>
<strong>Renk:</strong> Beyaz</li>
</ul>",EN SİGA,,Genel,"#elektronik, #evyaşam, Garanti Süresi: 2 Yıl, Garanti Tipi: İthalatçı Garantili, Renk: Beyaz, Tip: Mini Fan, Özellik: Soğutucu",true,Renk,Varsayılan,,Beden,Standart,,,,,en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k-varsayılan-standart,0.0,,25,deny,manual,493.90,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8f9b4cf3-3fba-4d89-94da-a92bdecc2e03.jpg?v=1750794986,1,EN SİGA Yeni Nesil Şarjı Bıçaksız Akıllı Boyun Fanı 3 Hız Kademeli Serinletici Vantilatör Varsayılan Standart,false,EN SİGA Yeni Nesil Şarjı Bıçaksız Akıllı Boyun Fanı 3 Hız Kademeli Serinletici Vantilatör | EN SİGA,EN SİGA EN SİGA Yeni Nesil Şarjı Bıçaksız Akıllı Boyun Fanı 3 Hız Kademeli Serinletici Vantilatör. <h3>Ürün Özellikleri:</h3><ul><li><strong>Tip:</strong> Mini ,,,,,,,,,,,,,,,,,,,,,kg,,449.00,active
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_fc7d9ca8-a566-417d-9b35-52ee2ab97923.jpg?v=1750794986,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_dc28529d-e045-4ec3-9eda-9f5a4dec6654.jpg?v=1750794986,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_90db9f30-a1ce-4b35-8a1c-f957f9dded6f.jpg?v=1750794986,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_a7080a85-e775-4244-85ea-54cbeccc69bb.jpg?v=1750794986,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_647cda8e-963e-4c3e-bba9-df63040c9924.jpg?v=1750794986,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_4f7a8db0-7880-4629-87c3-4b53d300429c.jpg?v=1750794986,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
en-siga-yeni-nesil-arj-baksz-akll-boyun-fan-3-hz-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_fdd02ad7-81d6-44b9-8f31-8db4f7b73877.jpg?v=1750794986,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mynonev-masast-arjl-klipsli-360-derece-dnen-portat,MYNONEV Masaüstü Şarjlı Klipsli 360 Derece Dönen Portatif Fan Vantilatör Şarjlı Klipsli Soğutucu,"MYNONEV MYNONEV Masaüstü Şarjlı Klipsli 360 Derece Dönen Portatif Fan Vantilatör Şarjlı Klipsli Soğutucu. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Tip:</strong> Mini Fan</li>
<li>
<strong>Garanti Tipi:</strong> İthalatçı Garantili</li>
<li>
<strong>Garanti Süresi:</strong> 2 Yıl</li>
<li>
<strong>Özellik:</strong> Soğutucu</li>
<li>
<strong>Renk:</strong> Çok Renkli</li>
<li>
<strong>Menşei:</strong> CN</li>
<li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> MARİ ELEKTRONİK GIDA TEKSTİL HEDİYELİK EŞYA KIRT. OTO. KOZM. TAR. İTH. İHR. SAN. VE TİC. LTD.ŞTİ. / Oruçreis Mah. Giyimkent 11.sok No: 45 Esenler İSTANBUL / mari@hs01.kep.tr</li>
<li>
<strong>Tamir Edilebilirlik:</strong> Tamir Edilebilir, Satıcı ile İletişime Geçiniz.</li>
<li>
<strong>CE Uygunluk Sembolu:</strong> Ürün görselinde bulunuyor</li>
</ul>",MYNONEV,,Genel,"#elektronik, #evyaşam, CE Uygunluk Sembolu: Ürün görselinde bulunuyor, Garanti Süresi: 2 Yıl, Garanti Tipi: İthalatçı Garantili, İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı: MARİ ELEKTRONİK GIDA TEKSTİL HEDİYELİK EŞYA KIRT. OTO. KOZM. TAR. İTH. İHR. SAN. VE TİC. LTD.ŞTİ. / Oruçreis Mah. Giyimkent 11.sok No: 45 Esenler İSTANBUL / mari@hs01.kep.tr, Menşei: CN, Renk: Çok Renkli, Satıcı ile İletişime Geçiniz., Tamir Edilebilirlik: Tamir Edilebilir, Tip: Mini Fan, Özellik: Soğutucu",true,Renk,Varsayılan,,Beden,Standart,,,,,mynonev-masast-arjl-klipsli-360-derece-dnen-portat-varsayılan-standart,0.0,,25,deny,manual,439.89,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_b491e6ac-1166-4fa0-9822-57d74700dcc7.jpg?v=1750794906,1,MYNONEV Masaüstü Şarjlı Klipsli 360 Derece Dönen Portatif Fan Vantilatör Şarjlı Klipsli Soğutucu Varsayılan Standart,false,MYNONEV Masaüstü Şarjlı Klipsli 360 Derece Dönen Portatif Fan Vantilatör Şarjlı Klipsli Soğutucu | MYNONEV,MYNONEV MYNONEV Masaüstü Şarjlı Klipsli 360 Derece Dönen Portatif Fan Vantilatör Şarjlı Klipsli Soğutucu. <h3>Ürün Özellikleri:</h3><ul><li><strong>Tip:</strong,,,,,,,,,,,,,,,,,,,,,kg,,399.90,active
mynonev-masast-arjl-klipsli-360-derece-dnen-portat,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9ca4722d-761f-4b29-9179-63ceb4faa3fe.jpg?v=1750794906,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mynonev-masast-arjl-klipsli-360-derece-dnen-portat,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9f46e515-0e22-4fd6-8e03-148769e153d5.jpg?v=1750794906,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mynonev-masast-arjl-klipsli-360-derece-dnen-portat,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8e1d94c0-44ae-48fd-8d38-573871dd0109.jpg?v=1750794906,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mynonev-masast-arjl-klipsli-360-derece-dnen-portat,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_f7ea59ac-3ad6-4ae7-9999-c058d747a2ef.jpg?v=1750794906,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mynonev-masast-arjl-klipsli-360-derece-dnen-portat,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_3b869af8-e35f-4f73-96ad-76b103461515.jpg?v=1750794906,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kiwi-kfan-7604-masast-mini-vantilatr-kiwi-7604,Kiwi Kfan 7604 Masaüstü Mini Vantilatör Kiwi 7604,"Kiwi Kiwi Kfan 7604 Masaüstü Mini Vantilatör Kiwi 7604. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Tip:</strong> Mini Fan</li>
<li>
<strong>Garanti Tipi:</strong> Resmi Distribütör Garantili</li>
<li>
<strong>Garanti Süresi:</strong> 2 Yıl</li>
<li>
<strong>Özellik:</strong> Soğutucu</li>
<li>
<strong>Renk:</strong> Beyaz</li>
<li>
<strong>Menşei:</strong> CN</li>
<li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Bmva Elektronik</li>
<li>
<strong>Tamir Edilebilirlik:</strong> Yetkili Servis ile Tamiri Gerekir.</li>
<li>
<strong>Üretici Bilgisi:</strong> Çin'de üretilmiştir.</li>
<li>
<strong>Paket Görseli (arka):</strong> https://cdn.dsmcdn.com/spm-attribute-images/prod/107215/343f4f73-1b65-43ff-89d2-b3612e69b153/9de09ae5-7996-4792-8db1-282753c2ffdb.jpg</li>
<li>
<strong>Paket Görseli (ön):</strong> https://cdn.dsmcdn.com/spm-attribute-images/prod/107215/816de702-48c5-444e-93a5-53a702a21d1e/9de09ae5-7996-4792-8db1-282753c2ffdb.jpg</li>
<li>
<strong>CE Uygunluk Sembolu:</strong> Ürün görselinde bulunuyor</li>
</ul>",Kiwi,,Genel,"#elektronik, #evyaşam, CE Uygunluk Sembolu: Ürün görselinde bulunuyor, Garanti Süresi: 2 Yıl, Garanti Tipi: Resmi Distribütör Garantili, İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı: Bmva Elektronik, Menşei: CN, Paket Görseli (arka): https://cdn.dsmcdn.com/spm-attribute-images/prod/107215/343f4f73-1b65-43ff-89d2-b3612e69b153/9de09ae5-7996-4792-8db1-282753c2ffdb.jpg, Paket Görseli (ön): https://cdn.dsmcdn.com/spm-attribute-images/prod/107215/816de702-48c5-444e-93a5-53a702a21d1e/9de09ae5-7996-4792-8db1-282753c2ffdb.jpg, Renk: Beyaz, Tamir Edilebilirlik: Yetkili Servis ile Tamiri Gerekir., Tip: Mini Fan, Özellik: Soğutucu, Üretici Bilgisi: Çin'de üretilmiştir.",true,Renk,Varsayılan,,Beden,Standart,,,,,kiwi-kfan-7604-masast-mini-vantilatr-kiwi-7604-varsayılan-standart,0.0,,25,deny,manual,382.80,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_93dd3c47-5c34-4bbd-a6ee-434f93585559.jpg?v=1750794860,1,Kiwi Kfan 7604 Masaüstü Mini Vantilatör Kiwi 7604 Varsayılan Standart,false,Kiwi Kfan 7604 Masaüstü Mini Vantilatör Kiwi 7604 | Kiwi,Kiwi Kiwi Kfan 7604 Masaüstü Mini Vantilatör Kiwi 7604. <h3>Ürün Özellikleri:</h3><ul><li><strong>Tip:</strong> Mini Fan</li><li><strong>Garanti Tipi:</strong> ,,,,,,,,,,,,,,,,,,,,,kg,,348.00,active
kiwi-kfan-7604-masast-mini-vantilatr-kiwi-7604,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9f65519b-2bba-429f-9055-0cffb5ed1814.jpg?v=1750794860,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,KUMTEL Ktf-258w Kule Tipi Vantilatör Beyaz,"KUMTEL KUMTEL Ktf-258w Kule Tipi Vantilatör Beyaz. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Tip:</strong> Kule Tipi</li>
<li>
<strong>Garanti Tipi:</strong> Resmi Distribütör Garantili</li>
<li>
<strong>Garanti Süresi:</strong> 2 Yıl</li>
<li>
<strong>Özellik:</strong> Soğutucu</li>
<li>
<strong>Renk:</strong> Beyaz</li>
<li>
<strong>Menşei:</strong> TR</li>
<li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> kumtel</li>
<li>
<strong>Tamir Edilebilirlik:</strong> Yetkili Servis ile Tamiri Gerekir.</li>
<li>
<strong>Üretici Bilgisi:</strong> kumtel</li>
<li>
<strong>CE Uygunluk Sembolu:</strong> Ürün görselinde bulunuyor</li>
</ul>",KUMTEL,,Genel,"#elektronik, #evyaşam, CE Uygunluk Sembolu: Ürün görselinde bulunuyor, Garanti Süresi: 2 Yıl, Garanti Tipi: Resmi Distribütör Garantili, İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı: kumtel, Menşei: TR, Renk: Beyaz, Tamir Edilebilirlik: Yetkili Servis ile Tamiri Gerekir., Tip: Kule Tipi, Özellik: Soğutucu, Üretici Bilgisi: kumtel",true,Renk,Varsayılan,,Beden,Standart,,,,,kumtel-ktf-258w-kule-tipi-vantilatr-beyaz-varsayılan-standart,0.0,,25,deny,manual,1648.90,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_5ad68cc3-d8cb-46fe-89f1-f60d801c16f1.jpg?v=1750794823,1,KUMTEL Ktf-258w Kule Tipi Vantilatör Beyaz Varsayılan Standart,false,KUMTEL Ktf-258w Kule Tipi Vantilatör Beyaz | KUMTEL,KUMTEL KUMTEL Ktf-258w Kule Tipi Vantilatör Beyaz. <h3>Ürün Özellikleri:</h3><ul><li><strong>Tip:</strong> Kule Tipi</li><li><strong>Garanti Tipi:</strong> Resm,,,,,,,,,,,,,,,,,,,,,kg,,1499.00,active
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_5e00f9d7-9deb-4d15-b09a-f3c3c80f0c8b.jpg?v=1750794823,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_b47607d4-6843-4716-9fd7-b16c84065b26.jpg?v=1750794823,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_b537e25b-9636-4947-b44a-986f94ee2b57.jpg?v=1750794823,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_4c0043d4-17a0-4110-a1e5-7e4e7732ab1e.jpg?v=1750794823,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_3f6f77f6-f4df-4f2b-b1fc-af42dc092e2d.jpg?v=1750794823,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c4c3306e-be7b-44b4-9188-ec95a0d80a8d.jpg?v=1750794823,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kumtel-ktf-258w-kule-tipi-vantilatr-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_818f0dc3-33fc-48ef-8f58-ffd6be19e70a.jpg?v=1750794823,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
sinbo-sco-5043-ok-fonksiyonlu-buharl-piirici,Sinbo Sco-5043 Çok Fonksiyonlu Buharlı Pişirici,"Sinbo Sinbo Sco-5043 Çok Fonksiyonlu Buharlı Pişirici. <h3>Ürün Özellikleri:</h3><ul>
<li>
<strong>Garanti Tipi:</strong> Resmi Distribütör Garantili</li>
<li>
<strong>Renk:</strong> Beyaz</li>
<li>
<strong>Garanti Süresi:</strong> 2 Yıl</li>
<li>
<strong>Menşei:</strong> TR</li>
</ul>",Sinbo,Uncategorized,Genel,"#evyaşam, elektronik, Garanti Süresi: 2 Yıl, Garanti Tipi: Resmi Distribütör Garantili, Menşei: TR, Renk: Beyaz, sofra&mutfak",true,Renk,Varsayılan,,Beden,Standart,,,,,sinbo-sco-5043-ok-fonksiyonlu-buharl-piirici-varsayılan-standart,0.0,,25,deny,manual,805.97,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8877cb68-67ea-40e6-9a22-44e77ec57996.jpg?v=1750793670,1,Sinbo Sco-5043 Çok Fonksiyonlu Buharlı Pişirici Varsayılan Standart,false,Sinbo Sco-5043 Çok Fonksiyonlu Buharlı Pişirici | Sinbo,Sinbo Sinbo Sco-5043 Çok Fonksiyonlu Buharlı Pişirici. <h3>Ürün Özellikleri:</h3><ul><li><strong>Garanti Tipi:</strong> Resmi Distribütör Garantili</li><li><str,,,,,,,,,,,,,,,,,,,,,kg,,732.70,active
sinbo-sco-5043-ok-fonksiyonlu-buharl-piirici,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_613592cb-6eea-4f22-8175-28650037c369.jpg?v=1750793670,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
sinbo-sco-5043-ok-fonksiyonlu-buharl-piirici,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8164afc7-e5d9-47ce-b437-72ffcfc8d4b3.jpg?v=1750793670,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
sinbo-sco-5043-ok-fonksiyonlu-buharl-piirici,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_2fa9fcf4-e978-42e2-82c0-1ae9fa31a468.jpg?v=1750793670,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
sinbo-sco-5043-ok-fonksiyonlu-buharl-piirici,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_81815f1a-9148-4117-895b-f3575287b11e.jpg?v=1750793670,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
